DataPoint,UnixTime,SessionTime,Wheel_RPM_Left,Wheel_RPM_Right,Stroke1_mm,Stroke2_mm,GPS_Lat,GPS_Lng,GPS_Age,GPS_Course,GPS_Speed,IMU_AccelX,IMU_AccelY,IMU_AccelZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ
1167,1776426769511,215725,478.60,460.10,23.42,12.37,42.668478,-83.218863,95.00,60.96,40.38,1.0440,-1.2090,1.0180,-0.1470,0.0620,-0.6040
1168,1776426769711,215925,500.60,480.30,23.22,11.99,42.668494,-83.218844,73.00,48.86,42.14,0.9800,-1.2600,0.9730,-0.0760,0.1450,-0.6300
1169,1776426769911,216125,520.60,498.40,23.34,11.58,42.668507,-83.218820,82.00,36.78,43.77,0.9060,-1.3070,1.0380,-0.0130,-0.0500,-0.6530
1170,1776426770111,216325,537.30,516.50,23.14,11.18,42.668516,-83.218792,110.00,24.73,45.26,0.8230,-1.3480,0.9630,-0.0190,0.1590,-0.6740
1171,1776426770311,216525,552.80,531.20,23.23,10.87,42.668521,-83.218761,105.00,12.69,46.57,0.7320,-1.3850,0.9710,0.1230,-0.1730,-0.6930
1172,1776426770511,216725,566.20,544.50,22.83,10.75,42.668521,-83.218729,76.00,0.67,47.71,0.6330,-1.4170,0.9760,0.0630,-0.0280,-0.7090
1173,1776426770711,216925,578.00,555.50,22.95,10.52,42.668517,-83.218697,117.00,348.66,48.66,0.5280,-1.4440,1.0120,-0.1480,0.1610,-0.7220
1174,1776426770911,217125,586.70,564.10,23.64,11.70,42.668507,-83.218666,102.00,336.65,49.42,0.4180,-1.4660,1.0140,0.0740,0.0600,-0.7330
1175,1776426771112,217326,592.60,568.70,22.52,10.10,42.668492,-83.218638,84.00,324.64,49.96,0.3040,-1.4820,0.9530,0.1450,-0.0630,-0.7410
1176,1776426771312,217526,596.20,573.00,22.44,10.11,42.668474,-83.218615,134.00,312.63,50.30,0.1860,-1.4930,0.9680,-0.1560,-0.1150,-0.7470
1177,1776426771512,217726,597.60,573.90,22.13,9.96,42.668452,-83.218598,88.00,300.59,50.42,0.0670,-1.4990,1.0380,0.0930,0.1100,-0.7500
1178,1776426771712,217926,598.00,573.30,21.91,9.95,42.668429,-83.218587,55.00,288.53,50.32,-0.0530,-1.4990,0.9760,0.0830,0.0280,-0.7500
1179,1776426771912,218126,593.80,569.50,22.44,9.97,42.668404,-83.218583,150.00,276.44,50.01,-0.1730,-1.4940,1.0250,0.1450,-0.1420,-0.7470
1180,1776426772112,218326,588.00,563.30,22.46,10.07,42.668379,-83.218586,129.00,264.31,49.49,-0.2900,-1.4840,0.9700,-0.1630,0.0030,-0.7420
1181,1776426772312,218526,579.20,555.50,22.59,10.26,42.668356,-83.218597,80.00,252.12,48.76,-0.4050,-1.4680,0.9810,0.1360,-0.0810,-0.7340
1182,1776426772512,218726,567.80,544.50,22.99,10.36,42.668335,-83.218613,65.00,239.88,47.83,-0.5160,-1.4470,0.9680,-0.0370,0.0950,-0.7240
1183,1776426772712,218926,555.00,531.10,22.79,10.72,42.668318,-83.218634,69.00,227.57,46.71,-0.6210,-1.4210,0.9870,-0.1250,0.1890,-0.7100
1184,1776426772912,219126,540.30,516.70,22.95,10.79,42.668305,-83.218660,118.00,215.19,45.42,-0.7210,-1.3890,1.0300,0.0100,0.0190,-0.6950
1185,1776426773113,219327,522.10,499.80,23.25,11.12,42.668297,-83.218687,67.00,202.73,43.95,-0.8130,-1.3530,1.0270,0.0800,-0.1270,-0.6760
1186,1776426773313,219527,502.60,482.30,23.30,11.42,42.668293,-83.218715,53.00,190.20,42.34,-0.8970,-1.3120,1.0220,-0.1740,-0.1900,-0.6560
1187,1776426773513,219727,481.80,462.30,23.34,11.91,42.668294,-83.218743,93.00,177.58,40.59,-0.9720,-1.2660,1.0450,0.1230,-0.1440,-0.6330
1188,1776426773713,219927,460.80,441.50,23.18,12.34,42.668299,-83.218768,126.00,164.88,38.72,-1.0370,-1.2150,0.9800,-0.0550,0.1880,-0.6080
1189,1776426773913,220127,437.30,419.10,23.40,12.75,42.668307,-83.218790,70.00,152.10,36.75,-1.0920,-1.1600,1.0110,0.1970,0.0090,-0.5800
1190,1776426774113,220327,412.20,395.20,23.30,13.20,42.668319,-83.218808,116.00,139.27,34.71,-1.1370,-1.1010,0.9620,-0.0660,-0.0180,-0.5510
1191,1776426774313,220527,388.50,371.10,22.98,13.79,42.668332,-83.218821,51.00,126.38,32.60,-1.1690,-1.0380,0.9950,-0.0670,0.1620,-0.5190
1192,1776426774513,220727,362.30,346.00,22.91,14.14,42.668346,-83.218829,132.00,113.48,30.46,-1.1900,-0.9710,0.9820,0.0690,0.0450,-0.4860
1193,1776426774713,220927,335.70,322.20,22.90,14.82,42.668360,-83.218833,52.00,100.60,28.30,-1.2000,-0.9010,0.9530,-0.0310,0.1340,-0.4500
1194,1776426774913,221127,311.50,297.10,23.33,16.12,42.668373,-83.218832,130.00,87.79,26.15,-1.1970,-0.8270,1.0370,0.1840,0.1490,-0.4140
1195,1776426775113,221327,285.60,273.90,23.01,16.00,42.668384,-83.218828,148.00,75.14,24.02,-1.1820,-0.7510,0.9880,0.0110,-0.0440,-0.3750
1196,1776426775314,221528,261.10,249.70,22.74,16.60,42.668394,-83.218821,138.00,62.76,21.94,-1.1550,-0.6720,0.9950,-0.0700,-0.1290,-0.3360
1197,1776426775514,221728,235.90,226.30,22.48,17.35,42.668402,-83.218813,124.00,50.78,19.93,-1.1170,-0.5900,1.0030,-0.0160,-0.1090,-0.2950
1198,1776426775714,221928,213.70,206.40,22.47,17.95,42.668407,-83.218803,93.00,39.40,18.01,-1.0680,-0.5060,1.0000,0.0120,0.1240,-0.2530
1199,1776426775914,222128,192.20,185.20,22.06,18.65,42.668411,-83.218794,114.00,28.89,16.19,-1.0080,-0.4210,1.0450,0.0110,0.0640,-0.2100
1200,1776426776114,222328,172.20,166.90,22.11,19.27,42.668414,-83.218784,131.00,19.58,14.50,-0.9380,-0.3340,1.0340,0.0420,-0.1610,-0.1670
1201,1776426776314,222528,153.60,148.60,21.84,20.09,42.668415,-83.218776,111.00,11.92,12.96,-0.8590,-0.2450,1.0290,0.0860,0.0130,-0.1230
1202,1776426776514,222728,136.20,133.70,21.79,20.68,42.668416,-83.218768,110.00,6.46,11.57,-0.7710,-0.1560,0.9700,-0.0200,-0.1870,-0.0780
1203,1776426776715,222929,121.90,120.60,21.61,21.40,42.668416,-83.218761,107.00,3.87,10.36,-0.6750,-0.0660,0.9710,0.1220,-0.0670,-0.0330
1204,1776426776915,223129,108.00,108.90,21.12,22.23,42.668416,-83.218755,66.00,4.89,9.33,-0.5730,0.0240,0.9710,-0.1420,0.1670,0.0120
1205,1776426777115,223329,97.10,98.70,21.03,22.96,42.668417,-83.218749,64.00,10.31,8.49,-0.4640,0.1140,1.0220,-0.1600,0.0990,0.0570
1206,1776426777315,223529,89.40,93.80,20.80,23.67,42.668419,-83.218744,108.00,20.76,7.86,-0.3520,0.2030,0.9790,-0.1230,-0.0790,0.1020
1207,1776426777516,223730,84.30,88.80,20.48,24.31,42.668421,-83.218740,140.00,36.64,7.43,-0.2350,0.2920,1.0470,0.0900,0.1020,0.1460
1208,1776426777716,223930,81.90,86.60,20.47,25.11,42.668424,-83.218737,124.00,57.90,7.22,-0.1170,0.3790,0.9690,-0.0300,0.0400,0.1900
1209,1776426777916,224130,79.70,87.10,19.86,25.65,42.668427,-83.218737,70.00,83.98,7.23,0.0030,0.4660,0.9660,0.0950,-0.0700,0.2330
1210,1776426778116,224330,82.90,91.80,20.32,26.48,42.668431,-83.218739,65.00,113.87,7.45,0.1230,0.5500,1.0080,0.0490,-0.1830,0.2750
1211,1776426778317,224531,86.90,97.10,20.44,27.02,42.668433,-83.218743,120.00,146.36,7.89,0.2420,0.6330,1.0310,-0.0660,0.0830,0.3170
1212,1776426778517,224731,94.00,104.70,20.66,27.62,42.668433,-83.218749,148.00,180.22,8.53,0.3580,0.7140,0.9910,-0.1250,0.0090,0.3570
1213,1776426778717,224931,101.90,114.50,21.13,28.41,42.668430,-83.218754,68.00,214.37,9.38,0.4700,0.7910,0.9630,-0.0170,0.0140,0.3960
1214,1776426778917,225131,114.00,127.90,21.91,28.13,42.668426,-83.218757,140.00,248.03,10.42,0.5780,0.8660,0.9550,0.1040,-0.1400,0.4330
1215,1776426779117,225331,127.80,143.70,21.65,29.45,42.668420,-83.218756,78.00,280.65,11.64,0.6800,0.9380,0.9850,-0.1320,-0.0870,0.4690
1216,1776426779318,225532,144.10,160.30,21.60,30.15,42.668415,-83.218750,95.00,311.90,13.04,0.7760,1.0070,0.9560,-0.0730,-0.0880,0.5030
1217,1776426779518,225732,160.20,179.00,22.09,30.48,42.668413,-83.218740,130.00,341.62,14.59,0.8630,1.0720,1.0050,-0.1380,-0.1420,0.5360
1218,1776426779718,225932,181.30,199.50,22.24,31.08,42.668414,-83.218729,78.00,9.76,16.29,0.9420,1.1330,1.0050,-0.1710,-0.1870,0.5660
1219,1776426779918,226132,200.50,219.40,22.13,31.57,42.668419,-83.218720,137.00,36.35,18.11,1.0110,1.1900,0.9860,0.0660,0.0820,0.5950
1220,1776426780118,226332,222.50,243.20,22.35,32.00,42.668428,-83.218713,141.00,61.44,20.03,1.0710,1.2420,0.9670,-0.1800,-0.1420,0.6210
1221,1776426780318,226532,247.10,267.50,22.59,32.42,42.668439,-83.218712,63.00,85.12,22.05,1.1200,1.2900,0.9830,0.0080,-0.0960,0.6450
1222,1776426780519,226733,270.90,290.80,22.74,32.64,42.668451,-83.218717,135.00,107.49,24.13,1.1570,1.3340,1.0160,-0.1480,0.0050,0.6670
1223,1776426780719,226933,293.60,316.10,22.96,33.02,42.668461,-83.218728,62.00,128.64,26.26,1.1830,1.3730,0.9530,0.1750,0.0700,0.6860
1224,1776426780919,227133,318.40,341.20,23.00,33.30,42.668468,-83.218744,62.00,148.67,28.42,1.1970,1.4060,0.9800,0.1180,-0.1670,0.7030
1225,1776426781119,227333,343.60,367.10,22.96,33.56,42.668472,-83.218765,97.00,167.67,30.58,1.1990,1.4350,1.0220,0.1760,-0.1180,0.7180
1226,1776426781319,227533,369.30,393.20,23.35,33.58,42.668470,-83.218787,99.00,185.71,32.72,1.1900,1.4590,1.0380,0.1240,0.0940,0.7290
1227,1776426781519,227733,392.50,417.20,23.10,33.75,42.668463,-83.218808,140.00,202.88,34.82,1.1680,1.4770,1.0010,-0.0220,-0.1610,0.7390
1228,1776426781719,227933,417.40,440.90,23.22,33.90,42.668452,-83.218828,127.00,219.24,36.86,1.1350,1.4900,0.9660,-0.0970,0.0830,0.7450
1229,1776426781920,228134,439.70,463.40,23.47,34.06,42.668436,-83.218843,99.00,234.85,38.82,1.0900,1.4980,1.0120,-0.0420,-0.0180,0.7490
1230,1776426782120,228334,461.10,486.30,23.45,34.00,42.668417,-83.218852,128.00,249.77,40.68,1.0340,1.5000,1.0340,0.0100,-0.1910,0.7500
1231,1776426782320,228534,480.90,505.10,23.37,34.07,42.668396,-83.218856,53.00,264.05,42.43,0.9680,1.4970,1.0080,-0.0120,0.1400,0.7480
1232,1776426782520,228734,501.30,524.10,23.10,33.88,42.668374,-83.218851,125.00,277.73,44.03,0.8930,1.4880,0.9840,0.1020,0.1000,0.7440
1233,1776426782720,228934,517.60,541.60,23.15,33.83,42.668353,-83.218840,145.00,290.84,45.49,0.8080,1.4740,1.0070,0.1120,-0.0470,0.7370
1234,1776426782920,229134,533.10,555.40,24.01,32.25,42.668333,-83.218823,64.00,303.43,46.78,0.7160,1.4550,1.0420,-0.0040,-0.1970,0.7280
1235,1776426783120,229334,546.00,568.80,23.08,33.51,42.668316,-83.218800,132.00,315.53,47.89,0.6160,1.4310,1.0470,0.0100,-0.1830,0.7150
1236,1776426783320,229534,,,23.01,33.16,,,,,,,,,,,
1237,1776426783321,229535,557.60,579.30,23.65,31.74,42.668303,-83.218772,51.00,327.14,48.80,0.5100,1.4010,0.9560,0.1740,-0.1630,0.7010
1238,1776426783521,229735,565.60,586.50,22.77,32.84,42.668294,-83.218741,58.00,338.31,49.52,0.3990,1.3670,1.0120,-0.0990,-0.0680,0.6830
1239,1776426783721,229935,571.70,592.30,22.62,32.69,42.668289,-83.218707,103.00,349.05,50.03,0.2840,1.3270,1.0030,-0.1110,-0.0780,0.6640
1240,1776426783921,230135,575.00,596.50,22.24,32.35,42.668289,-83.218673,68.00,359.36,50.33,0.1660,1.2830,0.9990,0.0310,0.1770,0.6410
1241,1776426784121,230335,575.90,596.60,22.09,31.91,42.668293,-83.218639,122.00,9.26,50.42,0.0470,1.2340,0.9860,-0.0670,-0.1800,0.6170
1242,1776426784321,230535,575.30,594.20,21.91,31.37,42.668301,-83.218607,113.00,18.76,50.28,-0.0730,1.1800,1.0240,0.0030,-0.0230,0.5900
1243,1776426784521,230735,572.20,589.80,22.39,31.06,42.668313,-83.218577,147.00,27.86,49.94,-0.1920,1.1230,1.0340,-0.1320,-0.0860,0.5610
1244,1776426784721,230935,565.10,583.30,22.34,30.42,42.668327,-83.218550,95.00,36.56,49.38,-0.3100,1.0610,1.0060,-0.0690,0.0960,0.5310
1245,1776426784921,231135,557.40,573.40,22.77,29.92,42.668345,-83.218527,149.00,44.85,48.62,-0.4240,0.9960,0.9760,0.1790,-0.1220,0.4980
1246,1776426785122,231336,547.70,562.60,22.87,29.46,42.668363,-83.218507,126.00,52.71,47.66,-0.5340,0.9270,0.9940,-0.1700,0.1890,0.4630
1247,1776426785322,231536,533.30,548.60,22.99,28.83,42.668384,-83.218491,138.00,60.15,46.51,-0.6390,0.8540,1.0190,0.1960,-0.0800,0.4270
1248,1776426785522,231736,519.00,532.20,23.07,28.29,42.668404,-83.218480,119.00,67.12,45.18,-0.7370,0.7790,1.0410,0.1470,-0.0330,0.3890
1249,1776426785722,231936,503.60,513.20,23.22,27.51,42.668425,-83.218471,146.00,73.61,43.69,-0.8280,0.7000,1.0030,0.1260,-0.0370,0.3500
1250,1776426785922,232136,485.10,493.70,23.11,26.93,42.668446,-83.218466,69.00,79.57,42.05,-0.9100,0.6200,0.9580,-0.0260,0.1780,0.3100
1251,1776426786122,232336,465.00,473.30,23.03,26.35,42.668466,-83.218464,87.00,84.96,40.28,-0.9840,0.5370,0.9620,-0.1530,0.1310,0.2680
1252,1776426786322,232536,442.20,450.70,23.32,25.68,42.668485,-83.218463,72.00,89.72,38.40,-1.0470,0.4520,1.0310,0.0910,-0.0720,0.2260
1253,1776426786522,232736,421.40,427.40,23.27,24.95,42.668503,-83.218465,115.00,93.78,36.42,-1.1010,0.3650,0.9650,0.1310,0.1720,0.1830
1254,1776426786722,232936,397.40,401.60,23.21,24.23,42.668520,-83.218468,130.00,97.04,34.36,-1.1430,0.2770,1.0290,-0.0290,-0.1190,0.1390
1255,1776426786723,232937,,,,,,,,,,,,,,,
1256,1776426786923,233137,374.60,376.70,23.64,23.32,42.668536,-83.218472,143.00,99.41,32.25,-1.1740,0.1880,1.0360,-0.0880,-0.1060,0.0940
1257,1776426787123,233337,349.30,350.40,23.14,22.84,42.668551,-83.218475,120.00,100.73,30.10,-1.1930,0.0990,1.0200,0.0670,-0.1590,0.0490
1258,1776426787323,233537,325.90,324.20,22.84,22.08,42.668565,-83.218479,117.00,100.86,27.94,-1.2000,0.0090,0.9680,-0.1750,0.1520,0.0040
1259,1776426787523,233737,300.00,300.10,22.90,21.33,42.668577,-83.218482,64.00,99.59,25.79,-1.1950,-0.0810,1.0120,-0.1620,0.1780,-0.0410
1260,1776426787723,233937,275.80,274.10,22.96,20.66,42.668589,-83.218484,127.00,96.66,23.67,-1.1780,-0.1710,1.0110,0.1800,0.1040,-0.0850
1261,1776426787923,234137,254.10,249.30,22.69,19.91,42.668600,-83.218484,123.00,91.79,21.60,-1.1500,-0.2600,0.9850,0.1500,-0.1630,-0.1300
1262,1776426788123,234337,230.00,226.00,22.55,19.12,42.668610,-83.218483,109.00,84.61,19.60,-1.1100,-0.3480,1.0420,-0.1570,0.1840,-0.1740
1263,1776426788323,234537,208.70,202.50,22.35,18.55,42.668618,-83.218480,141.00,74.66,17.69,-1.0590,-0.4350,1.0410,-0.1620,0.1820,-0.2170
1264,1776426788524,234738,190.10,179.90,22.00,17.92,42.668625,-83.218475,86.00,61.42,15.90,-0.9970,-0.5200,0.9900,0.0420,-0.0900,-0.2600
1265,1776426788724,234938,169.70,160.40,21.95,17.17,42.668630,-83.218468,91.00,44.26,14.23,-0.9250,-0.6040,1.0470,0.0630,0.0100,-0.3020
1266,1776426788924,235138,153.20,142.10,21.63,16.47,42.668632,-83.218460,98.00,22.46,12.71,-0.8440,-0.6850,1.0360,0.0630,0.1740,-0.3420
1267,1776426789124,235338,139.10,126.00,21.46,15.93,42.668632,-83.218452,77.00,355.24,11.35,-0.7550,-0.7640,1.0030,0.0250,-0.1730,-0.3820
1268,1776426789324,235538,125.20,112.20,21.20,15.25,42.668629,-83.218447,50.00,321.82,10.17,-0.6580,-0.8400,1.0320,0.0790,0.1100,-0.4200
1269,1776426789524,235738,114.30,99.70,21.37,14.72,42.668624,-83.218445,97.00,281.55,9.17,-0.5550,-0.9130,1.0420,-0.0710,-0.0660,-0.4560
1270,1776426789525,235739,,,,,,,,,,,,,,,
1271,1776426789724,235938,105.70,89.30,20.82,14.05,42.668621,-83.218449,50.00,234.05,8.37,-0.4460,-0.9820,0.9530,-0.0740,0.1110,-0.4910
1272,1776426789924,236138,99.60,81.70,20.52,13.66,42.668621,-83.218454,70.00,179.44,7.77,-0.3320,-1.0490,0.9990,0.0250,-0.1640,-0.5240
1273,1776426789925,236139,,,,,,,,,,,,,,,
1274,1776426790125,236339,95.00,77.80,20.37,13.07,42.668624,-83.218456,62.00,118.54,7.38,-0.2150,-1.1110,0.9860,0.1510,0.0870,-0.5560
1275,1776426790325,236539,93.00,73.80,20.33,12.65,42.668627,-83.218453,77.00,52.90,7.21,-0.0970,-1.1700,0.9940,0.1320,-0.0710,-0.5850
1276,1776426790525,236739,95.10,74.30,20.08,12.18,42.668626,-83.218449,93.00,344.61,7.25,0.0230,-1.2240,0.9950,0.1460,-0.0910,-0.6120
1277,1776426790725,236939,96.90,77.40,20.15,11.88,42.668622,-83.218448,88.00,275.97,7.51,0.1430,-1.2740,0.9630,-0.1000,-0.1540,-0.6370
1278,1776426790925,237139,103.50,82.50,21.33,12.84,42.668620,-83.218453,86.00,209.09,7.98,0.2610,-1.3190,1.0140,-0.0720,0.1770,-0.6590
1279,1776426791125,237339,112.30,90.00,20.64,11.03,42.668623,-83.218458,68.00,145.56,8.66,0.3770,-1.3590,1.0250,0.1120,-0.0850,-0.6800
1280,1776426791325,237539,122.70,100.60,20.90,10.89,42.668628,-83.218457,66.00,86.38,9.54,0.4890,-1.3950,0.9780,0.0640,0.1120,-0.6970
1281,1776426791525,237739,,,21.20,10.64,,,,,,,,,,,
1282,1776426791526,237740,135.80,113.00,22.13,12.04,42.668630,-83.218451,67.00,32.01,10.61,0.5960,-1.4250,0.9620,-0.1160,-0.0460,-0.7130
1283,1776426791725,237939,,,21.44,10.48,,,,,,,,,,,
1284,1776426791726,237940,149.00,125.50,22.14,11.82,42.668629,-83.218444,85.00,342.52,11.86,0.6970,-1.4510,0.9800,0.0400,0.1810,-0.7250
1285,1776426791926,238140,166.20,142.00,21.57,10.28,42.668623,-83.218439,104.00,297.72,13.29,0.7910,-1.4710,1.0360,-0.0650,0.1570,-0.7360
1286,1776426792126,238340,184.80,161.40,21.92,10.07,42.668616,-83.218442,124.00,257.26,14.87,0.8770,-1.4860,1.0390,-0.0810,-0.0910,-0.7430
1287,1776426792326,238540,204.60,180.20,22.12,9.94,42.668610,-83.218450,107.00,220.77,16.58,0.9540,-1.4960,0.9720,0.1240,-0.0820,-0.7480
1288,1776426792526,238740,225.60,201.90,22.29,10.09,42.668609,-83.218463,82.00,187.83,18.42,1.0220,-1.5000,1.0140,0.0580,0.1880,-0.7500
1289,1776426792726,238940,248.10,225.00,22.32,9.98,42.668613,-83.218475,94.00,158.05,20.37,1.0800,-1.4990,1.0360,0.1520,0.0400,-0.7490
1290,1776426792926,239140,272.00,247.90,22.44,10.06,42.668621,-83.218485,54.00,131.09,22.40,1.1270,-1.4920,1.0330,-0.0800,0.1940,-0.7460
1291,1776426793126,239340,297.00,272.40,22.74,10.07,42.668633,-83.218490,142.00,106.63,24.49,1.1620,-1.4800,0.9900,0.1070,-0.1430,-0.7400
1292,1776426793327,239541,322.40,297.20,22.91,10.30,42.668646,-83.218488,76.00,84.40,26.62,1.1860,-1.4630,1.0360,0.1720,-0.0090,-0.7310
1293,1776426793527,239741,347.30,324.30,22.90,10.53,42.668659,-83.218480,128.00,64.14,28.78,1.1980,-1.4400,1.0190,0.1960,0.1410,-0.7200
1294,1776426793727,239941,370.90,348.10,23.21,10.62,42.668670,-83.218465,96.00,45.67,30.94,1.1990,-1.4120,0.9690,0.0140,0.0820,-0.7060
1295,1776426793927,240141,394.90,374.70,23.41,11.02,42.668678,-83.218445,114.00,28.79,33.07,1.1870,-1.3800,0.9700,0.1110,0.0240,-0.6900
1296,1776426794127,240341,420.30,398.00,23.19,11.17,42.668682,-83.218422,85.00,13.35,35.17,1.1630,-1.3420,1.0050,0.1640,-0.0390,-0.6710
1297,1776426794327,240541,442.70,422.90,23.16,11.70,42.668682,-83.218397,94.00,359.21,37.20,1.1280,-1.2990,1.0300,0.0460,-0.0520,-0.6500
1298,1776426794328,240542,,,,,,,,,,,,,,,
1299,1776426794527,240741,465.40,445.80,23.30,12.07,42.668677,-83.218371,88.00,346.27,39.14,1.0810,-1.2520,0.9850,0.1480,0.0700,-0.6260
1300,1776426794728,240942,486.40,466.30,23.26,12.49,42.668668,-83.218346,64.00,334.42,40.99,1.0240,-1.2000,1.0080,0.1850,0.0680,-0.6000
1301,1776426794928,241142,507.00,486.90,24.18,13.94,42.668656,-83.218323,104.00,323.58,42.71,0.9560,-1.1440,0.9520,0.1110,0.0660,-0.5720
1302,1776426795128,241342,523.70,507.60,23.45,13.34,42.668640,-83.218302,83.00,313.68,44.29,0.8790,-1.0840,0.9950,0.0470,0.0290,-0.5420
1303,1776426795328,241542,540.00,523.60,23.11,13.76,42.668621,-83.218284,63.00,304.65,45.72,0.7930,-1.0200,1.0240,0.0010,0.0110,-0.5100
1304,1776426795528,241742,554.40,538.40,22.99,14.31,42.668600,-83.218270,105.00,296.45,46.98,0.6990,-0.9520,0.9990,0.1210,-0.0710,-0.4760
1305,1776426795728,241942,566.20,552.80,22.93,14.87,42.668577,-83.218260,60.00,289.04,48.05,0.5980,-0.8810,0.9950,-0.1340,0.0320,-0.4400
1306,1776426795929,242143,576.70,563.40,22.90,15.51,42.668553,-83.218252,93.00,282.37,48.94,0.4920,-0.8060,0.9580,0.1680,-0.0580,-0.4030
1307,1776426796129,242343,583.90,571.00,22.67,16.20,42.668529,-83.218249,70.00,276.42,49.62,0.3800,-0.7290,1.0120,0.1050,-0.1120,-0.3640
1308,1776426796329,242543,587.50,577.50,22.45,16.76,42.668504,-83.218248,92.00,271.18,50.10,0.2640,-0.6490,1.0280,-0.0850,-0.0260,-0.3240
1309,1776426796529,242743,589.70,581.10,22.20,17.54,42.668479,-83.218250,97.00,266.63,50.36,0.1460,-0.5670,0.9650,-0.1080,-0.0290,-0.2830
1310,1776426796730,242944,590.30,581.80,22.09,18.21,42.668454,-83.218254,131.00,262.76,50.41,0.0270,-0.4820,1.0070,0.1170,-0.0670,-0.2410
1311,1776426796930,243144,588.10,581.50,22.33,18.73,42.668429,-83.218260,111.00,259.56,50.24,-0.0930,-0.3960,1.0280,-0.1450,-0.1370,-0.1980
1312,1776426797130,243344,582.10,577.10,22.32,19.59,42.668405,-83.218268,55.00,257.06,49.86,-0.2120,-0.3090,0.9900,0.0230,0.1580,-0.1540
1313,1776426797330,243544,574.30,571.00,22.59,20.32,42.668381,-83.218277,54.00,255.25,49.27,-0.3290,-0.2200,1.0280,-0.0650,-0.0300,-0.1100
1314,1776426797530,243744,564.10,563.20,22.80,20.99,42.668358,-83.218285,121.00,254.15,48.47,-0.4430,-0.1310,1.0000,-0.0880,0.0720,-0.0650
1315,1776426797730,243944,551.80,552.30,22.86,21.58,42.668335,-83.218294,130.00,253.80,47.48,-0.5520,-0.0410,1.0360,-0.0220,0.0510,-0.0210
1316,1776426797930,244144,538.20,539.30,23.11,22.42,42.668313,-83.218303,53.00,254.23,46.30,-0.6560,0.0490,1.0180,0.1500,-0.1290,0.0240
1317,1776426798130,244344,521.40,524.00,23.23,23.20,42.668291,-83.218311,146.00,255.48,44.94,-0.7530,0.1390,1.0490,-0.0330,-0.0020,0.0690
1318,1776426798331,244545,504.30,507.50,23.06,23.76,42.668270,-83.218317,97.00,257.60,43.43,-0.8420,0.2280,0.9950,-0.0050,-0.0220,0.1140
1319,1776426798531,244745,483.00,487.70,23.11,24.51,42.668249,-83.218322,136.00,260.67,41.76,-0.9230,0.3160,0.9720,-0.0840,-0.1930,0.1580
1320,1776426798731,244945,461.50,467.80,23.05,25.29,42.668230,-83.218324,140.00,264.76,39.97,-0.9950,0.4040,0.9890,-0.0270,-0.1820,0.2020
1321,1776426798931,245145,,,23.41,25.98,,,,,,,,,,,
1322,1776426798932,245146,438.80,446.40,23.63,25.37,42.668211,-83.218324,136.00,269.96,38.07,-1.0570,0.4900,0.9960,-0.0490,0.1740,0.2450
1323,1776426799132,245346,414.20,425.20,23.38,26.49,42.668193,-83.218321,150.00,276.40,36.07,-1.1090,0.5740,1.0230,0.1000,0.0130,0.2870
1324,1776426799332,245546,390.80,400.10,23.23,27.22,42.668176,-83.218316,63.00,284.21,34.01,-1.1490,0.6560,0.9910,-0.1250,-0.0990,0.3280
1325,1776426799532,245746,364.70,376.80,23.05,27.97,42.668161,-83.218307,123.00,293.54,31.89,-1.1780,0.7360,1.0030,0.0950,-0.0670,0.3680
1326,1776426799732,245946,339.30,352.30,22.98,28.46,42.668149,-83.218296,110.00,304.60,29.74,-1.1950,0.8130,0.9750,0.1450,0.0890,0.4060
1327,1776426799932,246146,314.00,327.80,22.98,29.17,42.668140,-83.218282,135.00,317.62,27.58,-1.2000,0.8870,0.9660,-0.0510,0.0570,0.4430
1328,1776426800132,246346,287.30,304.10,22.97,29.57,42.668134,-83.218266,135.00,332.86,25.43,-1.1930,0.9580,0.9740,-0.1780,-0.1650,0.4790
1329,1776426800332,246546,263.00,278.80,22.73,30.11,42.668132,-83.218251,101.00,350.66,23.31,-1.1740,1.0250,1.0150,0.0830,-0.1500,0.5130
1330,1776426800532,246746,238.70,256.40,22.60,30.74,42.668135,-83.218237,69.00,11.39,21.26,-1.1440,1.0890,1.0050,-0.1200,0.0420,0.5450
1331,1776426800533,246747,,,,,,,,,,,,,,,
1332,1776426800733,246947,215.70,233.00,22.54,31.12,42.668140,-83.218226,88.00,35.52,19.27,-1.1020,1.1490,1.0420,0.0040,0.1830,0.5740
1333,1776426800933,247147,192.90,211.60,22.51,31.67,42.668148,-83.218221,89.00,63.56,17.38,-1.0490,1.2050,0.9750,0.0170,-0.0600,0.6020
1334,1776426801133,247347,170.60,191.50,22.29,31.98,42.668156,-83.218222,75.00,96.13,15.61,-0.9860,1.2560,0.9680,0.0500,0.1430,0.6280
1335,1776426801333,247547,152.30,172.80,22.17,32.46,42.668161,-83.218228,111.00,133.88,13.97,-0.9120,1.3030,1.0140,0.0740,0.1290,0.6520
1336,1776426801533,247747,134.40,155.20,21.78,32.73,42.668161,-83.218237,132.00,177.53,12.47,-0.8300,1.3450,0.9770,-0.0810,-0.0150,0.6730
1337,1776426801733,247947,118.50,140.60,21.70,33.09,42.668157,-83.218242,68.00,227.74,11.14,-0.7390,1.3830,1.0380,-0.0510,0.0010,0.6910
